Epoch,loss,r_squared,val_loss,val_r_squared
1,0.059211280196905136,0.932718813419342,0.06457987427711487,0.9267286658287048
2,0.059418946504592896,0.9313026666641235,0.05911962687969208,0.9337092041969299
3,0.05866824463009834,0.9317463636398315,0.05738930404186249,0.9352925419807434
