Epoch,loss,r_squared,val_loss,val_r_squared
1,0.09301168471574783,0.9041342735290527,0.06665770709514618,0.9299226403236389
2,0.063251793384552,0.932287871837616,0.060680244117975235,0.9364014267921448
3,0.06063593551516533,0.9353039264678955,0.056173209100961685,0.9411413669586182
